name,year,disrupted,source
This list may not reflect recent changes,2008,1,wikipedia_ch11
1worldspace,2008,1,wikipedia_ch11
"A21, Inc.",2008,1,wikipedia_ch11
Advantage Rent a Car,2008,1,wikipedia_ch11
Aloha Air Cargo,2008,1,wikipedia_ch11
Aloha Airlines,2008,1,wikipedia_ch11
American LaFrance,2008,1,wikipedia_ch11
Ampex,2008,1,wikipedia_ch11
Archway Cookies,2008,1,wikipedia_ch11
ATA Airlines,2008,1,wikipedia_ch11
ATA Connection,2008,1,wikipedia_ch11
Aurora Bank,2008,1,wikipedia_ch11
Bakers Square,2008,1,wikipedia_ch11
Bally Total Fitness,2008,1,wikipedia_ch11
Baltimore Opera Company,2008,1,wikipedia_ch11
The Baltimore Sun,2008,1,wikipedia_ch11
Barbeques Galore,2008,1,wikipedia_ch11
Bill Heard Enterprises,2008,1,wikipedia_ch11
Boscov's,2008,1,wikipedia_ch11
Chicago Tribune,2008,1,wikipedia_ch11
Circuit City,2008,1,wikipedia_ch11
Copia (museum),2008,1,wikipedia_ch11
Country Buffet,2008,1,wikipedia_ch11
Crowley's Value City,2008,1,wikipedia_ch11
Cryptek,2008,1,wikipedia_ch11
Dawahares,2008,1,wikipedia_ch11
Department 56,2008,1,wikipedia_ch11
Diocese of Fairbanks,2008,1,wikipedia_ch11
Disney Store,2008,1,wikipedia_ch11
Eclipse Aviation,2008,1,wikipedia_ch11
Equity Media Holdings,2008,1,wikipedia_ch11
EToys.com,2008,1,wikipedia_ch11
Fire Mountain Grills,2008,1,wikipedia_ch11
FJ Management,2008,1,wikipedia_ch11
Fortunoff,2008,1,wikipedia_ch11
Freestyle Music Park,2008,1,wikipedia_ch11
Fremont General Corporation,2008,1,wikipedia_ch11
Friedman's Inc.,2008,1,wikipedia_ch11
Frontier Airlines,2008,1,wikipedia_ch11
Gen Con,2008,1,wikipedia_ch11
Goody's (store),2008,1,wikipedia_ch11
Harold's,2008,1,wikipedia_ch11
Hawaiian Telcom,2008,1,wikipedia_ch11
History of Eclipse Aviation,2008,1,wikipedia_ch11
Holley Performance Products,2008,1,wikipedia_ch11
HomeTown Buffet,2008,1,wikipedia_ch11
JoAnne's Bed and Back,2008,1,wikipedia_ch11
Johnson Broadcasting,2008,1,wikipedia_ch11
KB Toys,2008,1,wikipedia_ch11
KCWK,2008,1,wikipedia_ch11
KFRE-TV,2008,1,wikipedia_ch11
KMPH-TV,2008,1,wikipedia_ch11
KUBE-TV,2008,1,wikipedia_ch11
LandAmerica Financial Group,2008,1,wikipedia_ch11
Lehman Brothers,2008,1,wikipedia_ch11
Lehman Brothers Treasury,2008,1,wikipedia_ch11
Lenox (company),2008,1,wikipedia_ch11
Lillian Vernon (company),2008,1,wikipedia_ch11
Linens 'n Things,2008,1,wikipedia_ch11
Los Angeles Times,2008,1,wikipedia_ch11
Mervyn's,2008,1,wikipedia_ch11
Millennium Transit Services,2008,1,wikipedia_ch11
Mr. Cooper Group,2008,1,wikipedia_ch11
Modern Continental,2008,1,wikipedia_ch11
Mother's Cookies,2008,1,wikipedia_ch11
Motor Coach Industries,2008,1,wikipedia_ch11
MPC Corporation,2008,1,wikipedia_ch11
Mrs. Fields,2008,1,wikipedia_ch11
National Wholesale Liquidators,2008,1,wikipedia_ch11
Novation Companies,2008,1,wikipedia_ch11
Old Country Buffet,2008,1,wikipedia_ch11
Orlando Sentinel,2008,1,wikipedia_ch11
Pappas Telecasting,2008,1,wikipedia_ch11
Petters Group Worldwide,2008,1,wikipedia_ch11
Pilgrim's Pride,2008,1,wikipedia_ch11
Polaroid Corporation,2008,1,wikipedia_ch11
Ponderosa and Bonanza Steakhouses,2008,1,wikipedia_ch11
Primaris Airlines,2008,1,wikipedia_ch11
Quebecor World,2008,1,wikipedia_ch11
Ryan's,2008,1,wikipedia_ch11
SemGroup,2008,1,wikipedia_ch11
Sharper Image,2008,1,wikipedia_ch11
SIRVA,2008,1,wikipedia_ch11
Sky Lease Cargo,2008,1,wikipedia_ch11
Skybus Airlines,2008,1,wikipedia_ch11
SONICblue Incorporated,2008,1,wikipedia_ch11
Steve & Barry's,2008,1,wikipedia_ch11
Sun Country Airlines,2008,1,wikipedia_ch11
Sun Sentinel,2008,1,wikipedia_ch11
Sunrise Mall (Corpus Christi),2008,1,wikipedia_ch11
Syntax–Brillian Corporation,2008,1,wikipedia_ch11
Tahoe Joe's,2008,1,wikipedia_ch11
TCBY,2008,1,wikipedia_ch11
TeleVideo,2008,1,wikipedia_ch11
Tribune Broadcasting,2008,1,wikipedia_ch11
Tribune Media,2008,1,wikipedia_ch11
Tropicana Atlantic City,2008,1,wikipedia_ch11
Tropicana Entertainment,2008,1,wikipedia_ch11
Tweeter (store),2008,1,wikipedia_ch11
Uni-Mart,2008,1,wikipedia_ch11
Urban Planet,2008,1,wikipedia_ch11
Value City,2008,1,wikipedia_ch11
VeraSun Energy,2008,1,wikipedia_ch11
Village Inn,2008,1,wikipedia_ch11
Vintage Props and Jets,2008,1,wikipedia_ch11
VitaNova Brands,2008,1,wikipedia_ch11
Washington Mutual,2008,1,wikipedia_ch11
Wickes Furniture,2008,1,wikipedia_ch11
Yellowstone Club,2008,1,wikipedia_ch11
Yoshinoya,2008,1,wikipedia_ch11
Ziff Davis,2008,1,wikipedia_ch11
This list may not reflect recent changes,2009,1,wikipedia_ch11
21st Century Media,2009,1,wikipedia_ch11
Accuride Corporation,2009,1,wikipedia_ch11
Advanta,2009,1,wikipedia_ch11
Affinity Interactive,2009,1,wikipedia_ch11
Aleris,2009,1,wikipedia_ch11
Aliante Casino and Hotel,2009,1,wikipedia_ch11
Anchor Blue Clothing Company,2009,1,wikipedia_ch11
Arena Football League,2009,1,wikipedia_ch11
Arizona Coyotes,2009,1,wikipedia_ch11
Aventine Renewable Energy,2009,1,wikipedia_ch11
Bailey Banks & Biddle,2009,1,wikipedia_ch11
Bally's Corporation,2009,1,wikipedia_ch11
BankUnited,2009,1,wikipedia_ch11
Bashas',2009,1,wikipedia_ch11
BearingPoint,2009,1,wikipedia_ch11
Beautyrest,2009,1,wikipedia_ch11
Beaver Motorcoach Corporation,2009,1,wikipedia_ch11
BI-LO (United States),2009,1,wikipedia_ch11
Birds & Blooms,2009,1,wikipedia_ch11
Black Angus Steakhouse,2009,1,wikipedia_ch11
Boater's World,2009,1,wikipedia_ch11
Boulder Station,2009,1,wikipedia_ch11
Broadstripe,2009,1,wikipedia_ch11
Brown's Chicken & Pasta,2009,1,wikipedia_ch11
Bruno's,2009,1,wikipedia_ch11
Butler International,2009,1,wikipedia_ch11
J.E. Caldwell & Co.,2009,1,wikipedia_ch11
Camera World,2009,1,wikipedia_ch11
Capmark Financial Group,2009,1,wikipedia_ch11
Charter Communications,2009,1,wikipedia_ch11
Checker Motors Corporation,2009,1,wikipedia_ch11
Checker Taxi,2009,1,wikipedia_ch11
Chemtura,2009,1,wikipedia_ch11
Chevrolet-Saturn of Harlem,2009,1,wikipedia_ch11
Chicago Cubs,2009,1,wikipedia_ch11
Chrysler,2009,1,wikipedia_ch11
CIT Group,2009,1,wikipedia_ch11
Citadel Broadcasting,2009,1,wikipedia_ch11
Clear Secure,2009,1,wikipedia_ch11
Colonial Bancgroup,2009,1,wikipedia_ch11
Colonial Bank (United States),2009,1,wikipedia_ch11
Cooper-Standard Automotive,2009,1,wikipedia_ch11
Cost Cutters (store),2009,1,wikipedia_ch11
Crabtree & Evelyn,2009,1,wikipedia_ch11
Crucible Industries,2009,1,wikipedia_ch11
Crunch Fitness,2009,1,wikipedia_ch11
Cynergy Data,2009,1,wikipedia_ch11
DeCODE genetics,2009,1,wikipedia_ch11
Dex Media,2009,1,wikipedia_ch11
Dex One,2009,1,wikipedia_ch11
Diocese of Wilmington,2009,1,wikipedia_ch11
Drug Fair,2009,1,wikipedia_ch11
Eddie Bauer,2009,1,wikipedia_ch11
Epic Aircraft,2009,1,wikipedia_ch11
Escada,2009,1,wikipedia_ch11
Extended Stay America,2009,1,wikipedia_ch11
FairPoint Communications,2009,1,wikipedia_ch11
The Family Handyman,2009,1,wikipedia_ch11
Farmacias El Amal,2009,1,wikipedia_ch11
Fatburger,2009,1,wikipedia_ch11
Fiesta Henderson,2009,1,wikipedia_ch11
Fiesta Rancho,2009,1,wikipedia_ch11
Filene's Basement,2009,1,wikipedia_ch11
Finlay Enterprises,2009,1,wikipedia_ch11
Fleetwood Enterprises,2009,1,wikipedia_ch11
Fontainebleau Las Vegas,2009,1,wikipedia_ch11
Food World,2009,1,wikipedia_ch11
Fortunoff,2009,1,wikipedia_ch11
Fox Photo,2009,1,wikipedia_ch11
Freedom Communications,2009,1,wikipedia_ch11
Frontier City,2009,1,wikipedia_ch11
G.I. Joe's,2009,1,wikipedia_ch11
General Motors,2009,1,wikipedia_ch11
General Motors Chapter 11 reorganization,2009,1,wikipedia_ch11
GGP (company),2009,1,wikipedia_ch11
Ghost Town Village,2009,1,wikipedia_ch11
Golden Minerals,2009,1,wikipedia_ch11
Goody's (store),2009,1,wikipedia_ch11
Gottschalks,2009,1,wikipedia_ch11
Green Valley Ranch,2009,1,wikipedia_ch11
The Halcyon Company,2009,1,wikipedia_ch11
Hart Schaffner Marx,2009,1,wikipedia_ch11
Heartland Publications,2009,1,wikipedia_ch11
Hickey Freeman,2009,1,wikipedia_ch11
Holiday Rambler,2009,1,wikipedia_ch11
Holley Performance Products,2009,1,wikipedia_ch11
Innovate Corp.,2009,1,wikipedia_ch11
Ion Media,2009,1,wikipedia_ch11
J.G. Wentworth,2009,1,wikipedia_ch11
Jolt Cola,2009,1,wikipedia_ch11
Kwikset,2009,1,wikipedia_ch11
La Ronde (amusement park),2009,1,wikipedia_ch11
Lazydays,2009,1,wikipedia_ch11
Lear Corporation,2009,1,wikipedia_ch11
LyondellBasell,2009,1,wikipedia_ch11
Majestic Star Casino,2009,1,wikipedia_ch11
"The Majestic Star Casino, LLC",2009,1,wikipedia_ch11
Majestic Star II,2009,1,wikipedia_ch11
Masonite International,2009,1,wikipedia_ch11
Max & Erma's,2009,1,wikipedia_ch11
Midway Games,2009,1,wikipedia_ch11
Milacron,2009,1,wikipedia_ch11
Monaco Coach Corporation,2009,1,wikipedia_ch11
Motors Liquidation Company,2009,1,wikipedia_ch11
Mrs. John L. Strong,2009,1,wikipedia_ch11
Muzak,2009,1,wikipedia_ch11
New Vision Television,2009,1,wikipedia_ch11
Nortel,2009,1,wikipedia_ch11
Old Time Pottery,2009,1,wikipedia_ch11
Opel,2009,1,wikipedia_ch11
The Orange County Register,2009,1,wikipedia_ch11
P&C Foods,2009,1,wikipedia_ch11
Palms Casino Resort,2009,1,wikipedia_ch11
Penn Traffic,2009,1,wikipedia_ch11
Philadelphia Daily News,2009,1,wikipedia_ch11
The Philadelphia Inquirer,2009,1,wikipedia_ch11
Philadelphia Media Holdings,2009,1,wikipedia_ch11
Phoenix Coyotes bankruptcy and sale,2009,1,wikipedia_ch11
The Press-Enterprise,2009,1,wikipedia_ch11
Qimonda,2009,1,wikipedia_ch11
Quality Markets,2009,1,wikipedia_ch11
Rayovac,2009,1,wikipedia_ch11
Reader's Digest,2009,1,wikipedia_ch11
Recycled Paper Greetings,2009,1,wikipedia_ch11
"Red Rock Casino, Resort & Spa",2009,1,wikipedia_ch11
Remington (personal care brand),2009,1,wikipedia_ch11
Resolute Forest Products,2009,1,wikipedia_ch11
Ritz Camera & Image,2009,1,wikipedia_ch11
Safari Motorcoach Corporation,2009,1,wikipedia_ch11
Samsonite,2009,1,wikipedia_ch11
Santa Fe Station,2009,1,wikipedia_ch11
Saturn Corporation,2009,1,wikipedia_ch11
Saxbys Coffee,2009,1,wikipedia_ch11
Sea Launch,2009,1,wikipedia_ch11
Shane Company,2009,1,wikipedia_ch11
Silicon Graphics,2009,1,wikipedia_ch11
Simmons Bedding Company,2009,1,wikipedia_ch11
Six Flags (1961–2024),2009,1,wikipedia_ch11
Six Flags Hurricane Harbor,2009,1,wikipedia_ch11
Smurfit-Stone Container,2009,1,wikipedia_ch11
Source Interlink,2009,1,wikipedia_ch11
Spansion,2009,1,wikipedia_ch11
Spectrum Brands,2009,1,wikipedia_ch11
Sportsman's Warehouse,2009,1,wikipedia_ch11
SPV GmbH,2009,1,wikipedia_ch11
Station Casinos,2009,1,wikipedia_ch11
Storables,2009,1,wikipedia_ch11
Stronach Group,2009,1,wikipedia_ch11
Sun-Times Media Group,2009,1,wikipedia_ch11
Sunset Station (hotel and casino),2009,1,wikipedia_ch11
Taste of Home,2009,1,wikipedia_ch11
Tavern on the Green,2009,1,wikipedia_ch11
Tetra (company),2009,1,wikipedia_ch11
Texas Station,2009,1,wikipedia_ch11
The Minnesota Star Tribune,2009,1,wikipedia_ch11
Thornburg Mortgage,2009,1,wikipedia_ch11
TitleMax,2009,1,wikipedia_ch11
Tronox,2009,1,wikipedia_ch11
Trump Entertainment Resorts,2009,1,wikipedia_ch11
Trusted Media Brands,2009,1,wikipedia_ch11
ULTRA Diamonds,2009,1,wikipedia_ch11
United Commercial Bank,2009,1,wikipedia_ch11
Vectrix,2009,1,wikipedia_ch11
Visteon,2009,1,wikipedia_ch11
The Walking Company,2009,1,wikipedia_ch11
Wild Wild West Gambling Hall & Hotel,2009,1,wikipedia_ch11
Wild Wing Cafe,2009,1,wikipedia_ch11
Wolf Camera,2009,1,wikipedia_ch11
Young Broadcasting,2009,1,wikipedia_ch11
Z Gallerie,2009,1,wikipedia_ch11
This list may not reflect recent changes,2010,1,wikipedia_ch11
A360media,2010,1,wikipedia_ch11
A&P,2010,1,wikipedia_ch11
Ambac,2010,1,wikipedia_ch11
American Safety Razor Company,2010,1,wikipedia_ch11
Apex Digital,2010,1,wikipedia_ch11
Arrow Air,2010,1,wikipedia_ch11
Ashley Stewart,2010,1,wikipedia_ch11
Bernie's,2010,1,wikipedia_ch11
Blockbuster (retailer),2010,1,wikipedia_ch11
Bugaboo Creek Steakhouse,2010,1,wikipedia_ch11
California State Route 125,2010,1,wikipedia_ch11
Capitol Films,2010,1,wikipedia_ch11
Charlie Brown's Fresh Grill,2010,1,wikipedia_ch11
Claim Jumper,2010,1,wikipedia_ch11
Corus Bankshares,2010,1,wikipedia_ch11
"Christ Cathedral (Garden Grove, California)",2010,1,wikipedia_ch11
Daphne's Greek Cafe,2010,1,wikipedia_ch11
First Federal Bank of California,2010,1,wikipedia_ch11
First Look Studios,2010,1,wikipedia_ch11
Food Basics (American supermarket),2010,1,wikipedia_ch11
The Food Emporium,2010,1,wikipedia_ch11
Fuddruckers,2010,1,wikipedia_ch11
GameCrazy,2010,1,wikipedia_ch11
GameWorks,2010,1,wikipedia_ch11
Garlock Sealing Technologies,2010,1,wikipedia_ch11
Gems TV (United States),2010,1,wikipedia_ch11
Global Capacity,2010,1,wikipedia_ch11
Go! (airline),2010,1,wikipedia_ch11
Gulfstream International Airlines,2010,1,wikipedia_ch11
Halcyon Studios,2010,1,wikipedia_ch11
Hollywood Video,2010,1,wikipedia_ch11
Jennifer Furniture,2010,1,wikipedia_ch11
Koo Koo Roo,2010,1,wikipedia_ch11
Las Vegas Monorail,2010,1,wikipedia_ch11
Leslie Controls,2010,1,wikipedia_ch11
Local Insight Yellow Pages,2010,1,wikipedia_ch11
Loehmann's,2010,1,wikipedia_ch11
Magic Brands,2010,1,wikipedia_ch11
McGrath's Fish House,2010,1,wikipedia_ch11
MediaNews Group,2010,1,wikipedia_ch11
Mesa Air Group,2010,1,wikipedia_ch11
Mesa Airlines,2010,1,wikipedia_ch11
Metro-Goldwyn-Mayer,2010,1,wikipedia_ch11
Metro-Goldwyn-Mayer Television,2010,1,wikipedia_ch11
MGM Holdings,2010,1,wikipedia_ch11
MGM Home Entertainment,2010,1,wikipedia_ch11
Michael Jordan's Steak House,2010,1,wikipedia_ch11
Monarch Casino Resort Spa,2010,1,wikipedia_ch11
Morris Communications,2010,1,wikipedia_ch11
Movie Gallery,2010,1,wikipedia_ch11
National Envelope Corporation,2010,1,wikipedia_ch11
Neenah Foundry,2010,1,wikipedia_ch11
Oriental Trading Company,2010,1,wikipedia_ch11
Pasadena Playhouse,2010,1,wikipedia_ch11
Pathmark,2010,1,wikipedia_ch11
Pearl Art and Craft Supply,2010,1,wikipedia_ch11
Penton (company),2010,1,wikipedia_ch11
R & G Financial Corporation,2010,1,wikipedia_ch11
Riviera (hotel and casino),2010,1,wikipedia_ch11
Riviera Holdings,2010,1,wikipedia_ch11
Rock & Republic,2010,1,wikipedia_ch11
Ronson (company),2010,1,wikipedia_ch11
Saint Vincent's Catholic Medical Centers,2010,1,wikipedia_ch11
Schutt Sports,2010,1,wikipedia_ch11
Shepherd's Grove,2010,1,wikipedia_ch11
Songbird Airways,2010,1,wikipedia_ch11
Strip House,2010,1,wikipedia_ch11
SuperFresh,2010,1,wikipedia_ch11
SyberJet Aircraft,2010,1,wikipedia_ch11
Taco del Mar,2010,1,wikipedia_ch11
TerreStar Corporation,2010,1,wikipedia_ch11
TerreStar Networks,2010,1,wikipedia_ch11
Texas Rangers (baseball),2010,1,wikipedia_ch11
ThinkFilm,2010,1,wikipedia_ch11
Thompson Media Group,2010,1,wikipedia_ch11
Townsquare Media,2010,1,wikipedia_ch11
Truvo,2010,1,wikipedia_ch11
U.S. Concrete,2010,1,wikipedia_ch11
Uno Pizzeria & Grill,2010,1,wikipedia_ch11
Waldbaum's,2010,1,wikipedia_ch11
This list may not reflect recent changes,2011,1,wikipedia_ch11
4Kids Entertainment,2011,1,wikipedia_ch11
Acapulco Mexican Restaurant and Cantina,2011,1,wikipedia_ch11
AirNow,2011,1,wikipedia_ch11
Allen Family Foods,2011,1,wikipedia_ch11
Ambassadors Group,2011,1,wikipedia_ch11
American Airlines,2011,1,wikipedia_ch11
American Eagle (airline brand),2011,1,wikipedia_ch11
AmericanConnection,2011,1,wikipedia_ch11
AMR Corporation,2011,1,wikipedia_ch11
Anchor Blue Clothing Company,2011,1,wikipedia_ch11
Archdiocese of Milwaukee,2011,1,wikipedia_ch11
Arizona Biltmore Hotel,2011,1,wikipedia_ch11
Beacon Power,2011,1,wikipedia_ch11
Bear Creek Corporation,2011,1,wikipedia_ch11
Blair Corporation,2011,1,wikipedia_ch11
Boater's World,2011,1,wikipedia_ch11
Borders (retailer),2011,1,wikipedia_ch11
Bell & Howell,2011,1,wikipedia_ch11
Brentano's,2011,1,wikipedia_ch11
Camera World,2011,1,wikipedia_ch11
Casa Bonita,2011,1,wikipedia_ch11
Chemdex,2011,1,wikipedia_ch11
Chevys Fresh Mex,2011,1,wikipedia_ch11
Dallas Stars,2011,1,wikipedia_ch11
Deb Shops,2011,1,wikipedia_ch11
Dippin' Dots,2011,1,wikipedia_ch11
Dynegy,2011,1,wikipedia_ch11
Envoy Air,2011,1,wikipedia_ch11
Evergreen Solar,2011,1,wikipedia_ch11
Executive Airlines,2011,1,wikipedia_ch11
Filene's Basement,2011,1,wikipedia_ch11
Fox Photo,2011,1,wikipedia_ch11
Friendly's,2011,1,wikipedia_ch11
General Maritime Corporation,2011,1,wikipedia_ch11
Gerald Champion Regional Medical Center,2011,1,wikipedia_ch11
Getty Oil,2011,1,wikipedia_ch11
Giordano's,2011,1,wikipedia_ch11
Grandy's,2011,1,wikipedia_ch11
H&H Bagels,2011,1,wikipedia_ch11
Harry & David,2011,1,wikipedia_ch11
HearUSA,2011,1,wikipedia_ch11
Howrey,2011,1,wikipedia_ch11
Horseshoe Indianapolis,2011,1,wikipedia_ch11
InnoVida,2011,1,wikipedia_ch11
Jackson Hewitt,2011,1,wikipedia_ch11
Jamestown Mall,2011,1,wikipedia_ch11
JB's Restaurants,2011,1,wikipedia_ch11
JK Harris & Company,2011,1,wikipedia_ch11
Kerner Optical,2011,1,wikipedia_ch11
Lee Enterprises,2011,1,wikipedia_ch11
Los Angeles Dodgers,2011,1,wikipedia_ch11
Marie Callender's,2011,1,wikipedia_ch11
MF Global,2011,1,wikipedia_ch11
Nebraska Book Company,2011,1,wikipedia_ch11
NewPage,2011,1,wikipedia_ch11
Open Range Communications,2011,1,wikipedia_ch11
Oyo Hotel & Casino,2011,1,wikipedia_ch11
Pasquinelli Homes,2011,1,wikipedia_ch11
Perkins Restaurant & Bakery,2011,1,wikipedia_ch11
Philadelphia Orchestra,2011,1,wikipedia_ch11
PMI Group,2011,1,wikipedia_ch11
Public Media Works,2011,1,wikipedia_ch11
Raser Technologies,2011,1,wikipedia_ch11
Real Mex Restaurants,2011,1,wikipedia_ch11
Ritz Camera & Image,2011,1,wikipedia_ch11
Roberts Broadcasting,2011,1,wikipedia_ch11
The Room Store,2011,1,wikipedia_ch11
Round Table Pizza,2011,1,wikipedia_ch11
Satmex,2011,1,wikipedia_ch11
Sbarro,2011,1,wikipedia_ch11
Scandia (theme parks),2011,1,wikipedia_ch11
Solyndra,2011,1,wikipedia_ch11
Souper Salad,2011,1,wikipedia_ch11
Summit Business Media,2011,1,wikipedia_ch11
Sunrise Mall (Corpus Christi),2011,1,wikipedia_ch11
Syms Corporation,2011,1,wikipedia_ch11
TerreStar Corporation,2011,1,wikipedia_ch11
TerreStar Networks,2011,1,wikipedia_ch11
El Torito,2011,1,wikipedia_ch11
Trailer Bridge,2011,1,wikipedia_ch11
Trump National Doral Miami,2011,1,wikipedia_ch11
Ultimate Electronics,2011,1,wikipedia_ch11
Waldenbooks,2011,1,wikipedia_ch11
Wazoo Sports Network,2011,1,wikipedia_ch11
Windstar Cruises,2011,1,wikipedia_ch11
Wolf Camera,2011,1,wikipedia_ch11
WordWorld,2011,1,wikipedia_ch11
This list may not reflect recent changes,2012,1,wikipedia_ch11
21st Century Media,2012,1,wikipedia_ch11
A123 Systems,2012,1,wikipedia_ch11
Aeroperlas,2012,1,wikipedia_ch11
Alessi Bakery,2012,1,wikipedia_ch11
AMF Bowling,2012,1,wikipedia_ch11
ATP Oil and Gas,2012,1,wikipedia_ch11
Avenue (store),2012,1,wikipedia_ch11
Azure Dynamics,2012,1,wikipedia_ch11
B+H Ocean Carriers,2012,1,wikipedia_ch11
Back Yard Burgers,2012,1,wikipedia_ch11
Bakers Shoes,2012,1,wikipedia_ch11
Beechcraft,2012,1,wikipedia_ch11
Birds & Blooms,2012,1,wikipedia_ch11
Boater's World,2012,1,wikipedia_ch11
Camera World,2012,1,wikipedia_ch11
"Christ Hospital (Jersey City, New Jersey)",2012,1,wikipedia_ch11
Coach America,2012,1,wikipedia_ch11
Colgan Air,2012,1,wikipedia_ch11
Country Buffet,2012,1,wikipedia_ch11
Crave Entertainment,2012,1,wikipedia_ch11
Dewey & LeBoeuf,2012,1,wikipedia_ch11
Digital Domain,2012,1,wikipedia_ch11
Direct Air,2012,1,wikipedia_ch11
Ditech,2012,1,wikipedia_ch11
Dolly Madison,2012,1,wikipedia_ch11
Drake's Cakes,2012,1,wikipedia_ch11
DVS Shoes,2012,1,wikipedia_ch11
Dynegy,2012,1,wikipedia_ch11
Edison Mission Energy,2012,1,wikipedia_ch11
Endeavor Air,2012,1,wikipedia_ch11
Enerdel,2012,1,wikipedia_ch11
Energy Conversion Devices,2012,1,wikipedia_ch11
Fire Mountain Grills,2012,1,wikipedia_ch11
Fox Photo,2012,1,wikipedia_ch11
Fuller Brush Company,2012,1,wikipedia_ch11
Global Aviation Holdings,2012,1,wikipedia_ch11
GMAC ResCap,2012,1,wikipedia_ch11
Grubb & Ellis,2012,1,wikipedia_ch11
Hart Schaffner Marx,2012,1,wikipedia_ch11
Hawker Beechcraft,2012,1,wikipedia_ch11
Helicos Biosciences,2012,1,wikipedia_ch11
Hickey Freeman,2012,1,wikipedia_ch11
HomeTown Buffet,2012,1,wikipedia_ch11
Houghton Mifflin Harcourt,2012,1,wikipedia_ch11
Interstate Bakeries,2012,1,wikipedia_ch11
JK Harris & Company,2012,1,wikipedia_ch11
Betsey Johnson,2012,1,wikipedia_ch11
Kodak,2012,1,wikipedia_ch11
KV Pharmaceutical,2012,1,wikipedia_ch11
Ligado Networks,2012,1,wikipedia_ch11
Merita Breads,2012,1,wikipedia_ch11
Mesaba Airlines,2012,1,wikipedia_ch11
Metro Fuel Oil,2012,1,wikipedia_ch11
Monitor Company,2012,1,wikipedia_ch11
Monitor Deloitte,2012,1,wikipedia_ch11
Morris Brown College,2012,1,wikipedia_ch11
Nature's Pride,2012,1,wikipedia_ch11
New England Compounding Center,2012,1,wikipedia_ch11
North American Airlines,2012,1,wikipedia_ch11
Old Country Buffet,2012,1,wikipedia_ch11
Overseas Shipholding Group,2012,1,wikipedia_ch11
Patriot Coal,2012,1,wikipedia_ch11
Piccadilly Restaurants,2012,1,wikipedia_ch11
Pinnacle Airlines Corp.,2012,1,wikipedia_ch11
Plum TV,2012,1,wikipedia_ch11
Prince Sports,2012,1,wikipedia_ch11
Reddy Ice,2012,1,wikipedia_ch11
Ritz Camera & Image,2012,1,wikipedia_ch11
Ryan International Airlines,2012,1,wikipedia_ch11
Ryan's,2012,1,wikipedia_ch11
SatCon Technology Corporation,2012,1,wikipedia_ch11
Small Smiles Dental Centers,2012,1,wikipedia_ch11
Solar Millennium,2012,1,wikipedia_ch11
Songbird Airways,2012,1,wikipedia_ch11
Southern Air,2012,1,wikipedia_ch11
Suzuki,2012,1,wikipedia_ch11
Tahoe Joe's,2012,1,wikipedia_ch11
THQ,2012,1,wikipedia_ch11
Trident Microsystems,2012,1,wikipedia_ch11
Tully's Coffee,2012,1,wikipedia_ch11
Upper Crust Pizzeria,2012,1,wikipedia_ch11
VitaNova Brands,2012,1,wikipedia_ch11
Wolf Camera,2012,1,wikipedia_ch11
Wonder Bread,2012,1,wikipedia_ch11
World Airways,2012,1,wikipedia_ch11
Zacky Farms,2012,1,wikipedia_ch11
This list may not reflect recent changes,2013,1,wikipedia_ch11
Adult FriendFinder,2013,1,wikipedia_ch11
Advantage Rent a Car,2013,1,wikipedia_ch11
Annie Sez,2013,1,wikipedia_ch11
"Atari, Inc. (formerly GT Interactive)",2013,1,wikipedia_ch11
Atlantic Express (bus company),2013,1,wikipedia_ch11
Bebo,2013,1,wikipedia_ch11
Belle Foods,2013,1,wikipedia_ch11
Biovest,2013,1,wikipedia_ch11
Broyhill Furniture,2013,1,wikipedia_ch11
Bruno's,2013,1,wikipedia_ch11
Building 19,2013,1,wikipedia_ch11
Cengage Group,2013,1,wikipedia_ch11
Champps,2013,1,wikipedia_ch11
Coda Automotive,2013,1,wikipedia_ch11
Dex Media,2013,1,wikipedia_ch11
Dex One,2013,1,wikipedia_ch11
Diocese of Gallup,2013,1,wikipedia_ch11
Drexel Heritage,2013,1,wikipedia_ch11
ECOtality,2013,1,wikipedia_ch11
Excel Maritime,2013,1,wikipedia_ch11
Exide,2013,1,wikipedia_ch11
The Family Handyman,2013,1,wikipedia_ch11
Fisker Automotive,2013,1,wikipedia_ch11
Food World,2013,1,wikipedia_ch11
Fresh & Easy,2013,1,wikipedia_ch11
Friend Finder Networks,2013,1,wikipedia_ch11
Furniture Brands International,2013,1,wikipedia_ch11
Gale (publisher),2013,1,wikipedia_ch11
GateHouse Media,2013,1,wikipedia_ch11
Geokinetics,2013,1,wikipedia_ch11
Girls Gone Wild (franchise),2013,1,wikipedia_ch11
Global Aviation Holdings,2013,1,wikipedia_ch11
Golf USA,2013,1,wikipedia_ch11
GoNetSpeed,2013,1,wikipedia_ch11
Granby Telephone & Telegraph,2013,1,wikipedia_ch11
Hamburger Hamlet,2013,1,wikipedia_ch11
Hawaii Nui Brewing Company,2013,1,wikipedia_ch11
Humongous Entertainment,2013,1,wikipedia_ch11
Indilinx,2013,1,wikipedia_ch11
Lane Furniture,2013,1,wikipedia_ch11
Liberty Medical,2013,1,wikipedia_ch11
Loehmann's,2013,1,wikipedia_ch11
Longview Power Plant,2013,1,wikipedia_ch11
Mandee,2013,1,wikipedia_ch11
