name,year,disrupted,source
Mi Pueblo Food Center,2013,1,wikipedia_ch11
Montefiore New Rochelle Hospital,2013,1,wikipedia_ch11
"Montreal, Maine and Atlantic Railway",2013,1,wikipedia_ch11
National Envelope Corporation,2013,1,wikipedia_ch11
New York City Opera,2013,1,wikipedia_ch11
Nirvanix,2013,1,wikipedia_ch11
North American Airlines,2013,1,wikipedia_ch11
Ocean Casino Resort,2013,1,wikipedia_ch11
OCZ,2013,1,wikipedia_ch11
Orchard Supply Hardware,2013,1,wikipedia_ch11
Oreck Corporation,2013,1,wikipedia_ch11
Pac-West Telecomm,2013,1,wikipedia_ch11
Penthouse (magazine),2013,1,wikipedia_ch11
Piksel,2013,1,wikipedia_ch11
Powerwave Technologies,2013,1,wikipedia_ch11
The Princeton Review,2013,1,wikipedia_ch11
Quality Stores,2013,1,wikipedia_ch11
Rapid-American,2013,1,wikipedia_ch11
Reader's Digest,2013,1,wikipedia_ch11
Rhythm & Hues Studios,2013,1,wikipedia_ch11
Rural Metro,2013,1,wikipedia_ch11
Savient Pharmaceuticals,2013,1,wikipedia_ch11
The Scooter Store,2013,1,wikipedia_ch11
Sonifi Solutions,2013,1,wikipedia_ch11
Southern Family Markets,2013,1,wikipedia_ch11
Space City Home Network,2013,1,wikipedia_ch11
Stir Crazy (restaurant),2013,1,wikipedia_ch11
Taste of Home,2013,1,wikipedia_ch11
Thomasville Furniture Industries,2013,1,wikipedia_ch11
TimeGate Studios,2013,1,wikipedia_ch11
Trusted Media Brands,2013,1,wikipedia_ch11
World Airways,2013,1,wikipedia_ch11
YTB International,2013,1,wikipedia_ch11
This list may not reflect recent changes,2014,1,wikipedia_ch11
Aereo,2014,1,wikipedia_ch11
ALCO Stores,2014,1,wikipedia_ch11
Anthem Education Group,2014,1,wikipedia_ch11
Ashley Stewart,2014,1,wikipedia_ch11
Associated Wholesalers,2014,1,wikipedia_ch11
Brookstone,2014,1,wikipedia_ch11
Budd Company,2014,1,wikipedia_ch11
Centrus Energy,2014,1,wikipedia_ch11
Chicago Spire,2014,1,wikipedia_ch11
Coldwater Creek (clothing retailer),2014,1,wikipedia_ch11
Conneaut Lake Park,2014,1,wikipedia_ch11
Crumbs Bake Shop,2014,1,wikipedia_ch11
Dahl's Foods,2014,1,wikipedia_ch11
Deb Shops,2014,1,wikipedia_ch11
Delia's,2014,1,wikipedia_ch11
Dendreon,2014,1,wikipedia_ch11
Diocese of Helena,2014,1,wikipedia_ch11
DynaVox,2014,1,wikipedia_ch11
Ecko Unltd.,2014,1,wikipedia_ch11
Elephant Bar,2014,1,wikipedia_ch11
Energy Future Holdings,2014,1,wikipedia_ch11
Evergreen Aviation & Space Museum,2014,1,wikipedia_ch11
Florida Career College,2014,1,wikipedia_ch11
Freedom Industries,2014,1,wikipedia_ch11
Furr's,2014,1,wikipedia_ch11
GoLite,2014,1,wikipedia_ch11
Hard Rock Hotel & Casino Atlantic City,2014,1,wikipedia_ch11
Hot Dog on a Stick,2014,1,wikipedia_ch11
HyAxiom,2014,1,wikipedia_ch11
Indiana Toll Road Concession Company,2014,1,wikipedia_ch11
Johnny Carino's,2014,1,wikipedia_ch11
LDK Solar Co,2014,1,wikipedia_ch11
Luminant,2014,1,wikipedia_ch11
Margaritaville Casino and Restaurant,2014,1,wikipedia_ch11
Momentive,2014,1,wikipedia_ch11
Mt. Gox,2014,1,wikipedia_ch11
Naartjie (clothing retailer),2014,1,wikipedia_ch11
National Airlines (N8),2014,1,wikipedia_ch11
NII Holdings,2014,1,wikipedia_ch11
Ocean Casino Resort,2014,1,wikipedia_ch11
OW Bunker,2014,1,wikipedia_ch11
Pacific Steel Casting Company,2014,1,wikipedia_ch11
Quiznos,2014,1,wikipedia_ch11
Diocese of Stockton,2014,1,wikipedia_ch11
Sandburg Mall,2014,1,wikipedia_ch11
Sbarro,2014,1,wikipedia_ch11
Seegrid,2014,1,wikipedia_ch11
Shurfine Markets,2014,1,wikipedia_ch11
SIGA Technologies,2014,1,wikipedia_ch11
Solavei,2014,1,wikipedia_ch11
Source Interlink,2014,1,wikipedia_ch11
Suntech Power,2014,1,wikipedia_ch11
Trump Entertainment Resorts,2014,1,wikipedia_ch11
Trump Plaza Hotel and Casino,2014,1,wikipedia_ch11
Vistra Corp.,2014,1,wikipedia_ch11
WEGA (AM),2014,1,wikipedia_ch11
Wirefly,2014,1,wikipedia_ch11
Xtreme Power,2014,1,wikipedia_ch11
This list may not reflect recent changes,2015,1,wikipedia_ch11
A&P,2015,1,wikipedia_ch11
Affirmative Insurance,2015,1,wikipedia_ch11
Alpha Natural Resources,2015,1,wikipedia_ch11
American Apparel,2015,1,wikipedia_ch11
Anchor Hocking,2015,1,wikipedia_ch11
Anna's Linens,2015,1,wikipedia_ch11
Archdiocese of Saint Paul and Minneapolis,2015,1,wikipedia_ch11
Baha Mar,2015,1,wikipedia_ch11
Black-eyed Pea (restaurant),2015,1,wikipedia_ch11
C. Wonder,2015,1,wikipedia_ch11
Cache (retailer),2015,1,wikipedia_ch11
Cal Dive International,2015,1,wikipedia_ch11
Cervecería 100 Montaditos,2015,1,wikipedia_ch11
City Sports,2015,1,wikipedia_ch11
Colt Defense,2015,1,wikipedia_ch11
Colt's Manufacturing Company,2015,1,wikipedia_ch11
Columbia House,2015,1,wikipedia_ch11
Corinthian Colleges,2015,1,wikipedia_ch11
DC Shoes,2015,1,wikipedia_ch11
Dixie House,2015,1,wikipedia_ch11
Doral Financial Corporation,2015,1,wikipedia_ch11
El Paso Children's Hospital,2015,1,wikipedia_ch11
Family Christian Stores,2015,1,wikipedia_ch11
First Bank & Trust,2015,1,wikipedia_ch11
Food Basics (American supermarket),2015,1,wikipedia_ch11
The Food Emporium,2015,1,wikipedia_ch11
Frederick's of Hollywood,2015,1,wikipedia_ch11
Freedom Communications,2015,1,wikipedia_ch11
Fresh & Easy,2015,1,wikipedia_ch11
Fuhu,2015,1,wikipedia_ch11
Haggen (supermarket),2015,1,wikipedia_ch11
Harrah's Entertainment,2015,1,wikipedia_ch11
Hovensa,2015,1,wikipedia_ch11
IMRIS,2015,1,wikipedia_ch11
Karmaloop,2015,1,wikipedia_ch11
"Life Partners, Inc.",2015,1,wikipedia_ch11
Tamara Mellon,2015,1,wikipedia_ch11
Neo Performance Materials,2015,1,wikipedia_ch11
New York Military Academy,2015,1,wikipedia_ch11
Olga's Kitchen,2015,1,wikipedia_ch11
Oneida Limited,2015,1,wikipedia_ch11
The Orange County Register,2015,1,wikipedia_ch11
Pathmark,2015,1,wikipedia_ch11
Patriot Coal,2015,1,wikipedia_ch11
Please Touch Museum,2015,1,wikipedia_ch11
The Press-Enterprise,2015,1,wikipedia_ch11
Quaker Steak & Lube,2015,1,wikipedia_ch11
Quiksilver,2015,1,wikipedia_ch11
Quirky (company),2015,1,wikipedia_ch11
RadioShack,2015,1,wikipedia_ch11
Rdio,2015,1,wikipedia_ch11
Reed & Barton,2015,1,wikipedia_ch11
Regina Pizzeria,2015,1,wikipedia_ch11
Relativity Media,2015,1,wikipedia_ch11
Rolling Acres Mall,2015,1,wikipedia_ch11
Roman Catholic Diocese of Duluth,2015,1,wikipedia_ch11
The Room Store,2015,1,wikipedia_ch11
Roxy (clothing),2015,1,wikipedia_ch11
Saladworks,2015,1,wikipedia_ch11
Signal International,2015,1,wikipedia_ch11
SkyMall,2015,1,wikipedia_ch11
SuperFresh,2015,1,wikipedia_ch11
USAgencies,2015,1,wikipedia_ch11
Waldbaum's,2015,1,wikipedia_ch11
Walter Energy,2015,1,wikipedia_ch11
Wet Seal,2015,1,wikipedia_ch11
Wink (platform),2015,1,wikipedia_ch11
Yellow Cab Company,2015,1,wikipedia_ch11
Zoom Systems,2015,1,wikipedia_ch11
This list may not reflect recent changes,2016,1,wikipedia_ch11
4Kids Entertainment,2016,1,wikipedia_ch11
19 Entertainment,2016,1,wikipedia_ch11
Abengoa,2016,1,wikipedia_ch11
Aéropostale (company),2016,1,wikipedia_ch11
American Apparel,2016,1,wikipedia_ch11
Arch Resources,2016,1,wikipedia_ch11
Asics,2016,1,wikipedia_ch11
Bauer Hockey,2016,1,wikipedia_ch11
Beatport,2016,1,wikipedia_ch11
Bob's Stores,2016,1,wikipedia_ch11
Champps,2016,1,wikipedia_ch11
Così (restaurant),2016,1,wikipedia_ch11
Country Buffet,2016,1,wikipedia_ch11
DirectBuy,2016,1,wikipedia_ch11
Disco Donnie Presents,2016,1,wikipedia_ch11
Don Pablo's,2016,1,wikipedia_ch11
Eastern Mountain Sports,2016,1,wikipedia_ch11
Easton Hockey,2016,1,wikipedia_ch11
Erickson Inc.,2016,1,wikipedia_ch11
Evergreen Aviation & Space Museum,2016,1,wikipedia_ch11
Fairway Market,2016,1,wikipedia_ch11
Fire Mountain Grills,2016,1,wikipedia_ch11
Gawker,2016,1,wikipedia_ch11
Gawker Media,2016,1,wikipedia_ch11
Golf Town,2016,1,wikipedia_ch11
Golfsmith,2016,1,wikipedia_ch11
Hancock Fabrics,2016,1,wikipedia_ch11
Hastings Entertainment,2016,1,wikipedia_ch11
HomeTown Buffet,2016,1,wikipedia_ch11
Horsehead Corporation,2016,1,wikipedia_ch11
ID&T,2016,1,wikipedia_ch11
Johnny Carino's,2016,1,wikipedia_ch11
Joyce Leslie,2016,1,wikipedia_ch11
Key Energy Services,2016,1,wikipedia_ch11
Linn Energy,2016,1,wikipedia_ch11
LiveStyle,2016,1,wikipedia_ch11
Logan's Roadhouse,2016,1,wikipedia_ch11
Maverik Lacrosse,2016,1,wikipedia_ch11
Mission Hockey,2016,1,wikipedia_ch11
MovieStop,2016,1,wikipedia_ch11
Nasty Gal,2016,1,wikipedia_ch11
Novation Companies,2016,1,wikipedia_ch11
Old Country Buffet,2016,1,wikipedia_ch11
P.S. from Aeropostale,2016,1,wikipedia_ch11
Pacific Andes,2016,1,wikipedia_ch11
Pacific Imperial Railroad,2016,1,wikipedia_ch11
PacSun,2016,1,wikipedia_ch11
Peabody Energy,2016,1,wikipedia_ch11
Ranger Oil Corporation,2016,1,wikipedia_ch11
Republic Airways,2016,1,wikipedia_ch11
Republic Airways Holdings,2016,1,wikipedia_ch11
Rock in Rio USA,2016,1,wikipedia_ch11
Roscoe's House of Chicken 'N Waffles,2016,1,wikipedia_ch11
Ryan's,2016,1,wikipedia_ch11
SandRidge Energy,2016,1,wikipedia_ch11
SeaPort Airlines (2008–2016),2016,1,wikipedia_ch11
Sharp Entertainment,2016,1,wikipedia_ch11
Sony Pictures Television Nonfiction,2016,1,wikipedia_ch11
Souplantation and Sweet Tomatoes,2016,1,wikipedia_ch11
Sport Chalet,2016,1,wikipedia_ch11
Sports Authority,2016,1,wikipedia_ch11
SunEdison,2016,1,wikipedia_ch11
Tahoe Joe's,2016,1,wikipedia_ch11
Targus (company),2016,1,wikipedia_ch11
TomorrowWorld,2016,1,wikipedia_ch11
TopWare Interactive,2016,1,wikipedia_ch11
Venoco,2016,1,wikipedia_ch11
Verso Corporation,2016,1,wikipedia_ch11
VitaNova Brands,2016,1,wikipedia_ch11
Waterman Steamship Corporation,2016,1,wikipedia_ch11
Yellow Cab Company,2016,1,wikipedia_ch11
This list may not reflect recent changes,2017,1,wikipedia_ch11
Adeptus Health,2017,1,wikipedia_ch11
Agent Provocateur (lingerie),2017,1,wikipedia_ch11
Alpha Metallurgical Resources,2017,1,wikipedia_ch11
Anchorage Daily News,2017,1,wikipedia_ch11
Answers.com,2017,1,wikipedia_ch11
Aquion Energy,2017,1,wikipedia_ch11
Avaya,2017,1,wikipedia_ch11
"Babies ""R"" Us",2017,1,wikipedia_ch11
BCBG Max Azria,2017,1,wikipedia_ch11
Ben Hogan Golf Company,2017,1,wikipedia_ch11
Bob's Stores,2017,1,wikipedia_ch11
Boston Herald,2017,1,wikipedia_ch11
Brasserie Les Halles,2017,1,wikipedia_ch11
Central Grocers Cooperative,2017,1,wikipedia_ch11
Certified Grocers Midwest,2017,1,wikipedia_ch11
Charming Charlie,2017,1,wikipedia_ch11
Le Cirque,2017,1,wikipedia_ch11
Cobalt International Energy,2017,1,wikipedia_ch11
Crazy 8 (store),2017,1,wikipedia_ch11
Cumulus Media,2017,1,wikipedia_ch11
Diocese of New Ulm,2017,1,wikipedia_ch11
Eastern Airlines (2018),2017,1,wikipedia_ch11
Eastern Mountain Sports,2017,1,wikipedia_ch11
Elephant Bar,2017,1,wikipedia_ch11
Expro,2017,1,wikipedia_ch11
Ezra Holdings,2017,1,wikipedia_ch11
Fashion to Figure,2017,1,wikipedia_ch11
Gander Mountain,2017,1,wikipedia_ch11
GenOn Energy,2017,1,wikipedia_ch11
Gordmans,2017,1,wikipedia_ch11
Gymboree,2017,1,wikipedia_ch11
H. H. Gregg,2017,1,wikipedia_ch11
Island Air (Hawaii),2017,1,wikipedia_ch11
J.G. Wentworth,2017,1,wikipedia_ch11
Janie and Jack,2017,1,wikipedia_ch11
Joe's Crab Shack,2017,1,wikipedia_ch11
Karmaloop,2017,1,wikipedia_ch11
The Limited,2017,1,wikipedia_ch11
Lone Star Steakhouse & Saloon,2017,1,wikipedia_ch11
Marsh Supermarkets,2017,1,wikipedia_ch11
MC Sports,2017,1,wikipedia_ch11
The Original Soupman,2017,1,wikipedia_ch11
Pacific Drilling,2017,1,wikipedia_ch11
Panda Energy International,2017,1,wikipedia_ch11
Payless (footwear retailer),2017,1,wikipedia_ch11
PenAir,2017,1,wikipedia_ch11
RadioShack,2017,1,wikipedia_ch11
Rent-a-Wreck,2017,1,wikipedia_ch11
Diocese of Great Falls–Billings,2017,1,wikipedia_ch11
Romano's Macaroni Grill,2017,1,wikipedia_ch11
Rue21,2017,1,wikipedia_ch11
Seadrill,2017,1,wikipedia_ch11
Skip Barber Racing School,2017,1,wikipedia_ch11
Steve's Ice Cream,2017,1,wikipedia_ch11
Strack & Van Til,2017,1,wikipedia_ch11
Sungevity,2017,1,wikipedia_ch11
Takata Corporation,2017,1,wikipedia_ch11
TerraVia,2017,1,wikipedia_ch11
Tidewater (marine services),2017,1,wikipedia_ch11
"Toys ""R"" Us",2017,1,wikipedia_ch11
True Religion,2017,1,wikipedia_ch11
Ultra Foods,2017,1,wikipedia_ch11
Ultrapetrol (Bahamas) Limited,2017,1,wikipedia_ch11
Vanity (clothing),2017,1,wikipedia_ch11
Venoco,2017,1,wikipedia_ch11
VidAngel,2017,1,wikipedia_ch11
Vitamin World,2017,1,wikipedia_ch11
Westinghouse Electric Company,2017,1,wikipedia_ch11
Wet Seal,2017,1,wikipedia_ch11
Woodbridge Securities,2017,1,wikipedia_ch11
This list may not reflect recent changes,2018,1,wikipedia_ch11
Acapulco Mexican Restaurant and Cantina,2018,1,wikipedia_ch11
Advanced Armament Corporation,2018,1,wikipedia_ch11
Advanced Sports International,2018,1,wikipedia_ch11
Ahern Hotel,2018,1,wikipedia_ch11
American Tire Distributors,2018,1,wikipedia_ch11
Anna's Linens,2018,1,wikipedia_ch11
Archdiocese of San Juan de Puerto Rico,2018,1,wikipedia_ch11
Baldwin Piano Company,2018,1,wikipedia_ch11
Beaver Valley Nuclear Power Station,2018,1,wikipedia_ch11
Bergner's,2018,1,wikipedia_ch11
Bertucci's,2018,1,wikipedia_ch11
BI-LO (United States),2018,1,wikipedia_ch11
BioAmber,2018,1,wikipedia_ch11
BK Racing,2018,1,wikipedia_ch11
The Bon-Ton,2018,1,wikipedia_ch11
Boston Store (Wisconsin-based department store),2018,1,wikipedia_ch11
Brookstone,2018,1,wikipedia_ch11
Broyhill Furniture,2018,1,wikipedia_ch11
Bushmaster Firearms International,2018,1,wikipedia_ch11
Candy Buttons,2018,1,wikipedia_ch11
Carl Goldberg Products,2018,1,wikipedia_ch11
Carson's,2018,1,wikipedia_ch11
Cenveo,2018,1,wikipedia_ch11
Charlotte Olympia,2018,1,wikipedia_ch11
Chevys Fresh Mex,2018,1,wikipedia_ch11
Claire's,2018,1,wikipedia_ch11
Clark Bar,2018,1,wikipedia_ch11
Clear Channel Outdoor,2018,1,wikipedia_ch11
D'Angelo Grilled Sandwiches,2018,1,wikipedia_ch11
Dakota Arms,2018,1,wikipedia_ch11
David's Bridal,2018,1,wikipedia_ch11
DieHard (brand),2018,1,wikipedia_ch11
Dimension Films,2018,1,wikipedia_ch11
DPMS Panther Arms,2018,1,wikipedia_ch11
Drexel Heritage,2018,1,wikipedia_ch11
Eclipse Aerospace,2018,1,wikipedia_ch11
Education Corporation of America,2018,1,wikipedia_ch11
Elder-Beerman,2018,1,wikipedia_ch11
Epiphone,2018,1,wikipedia_ch11
Estes Industries,2018,1,wikipedia_ch11
MediaCo,2018,1,wikipedia_ch11
Estrella TV,2018,1,wikipedia_ch11
Factory 2-U,2018,1,wikipedia_ch11
FirstEnergy,2018,1,wikipedia_ch11
Fresco y Más,2018,1,wikipedia_ch11
Fuji Bikes,2018,1,wikipedia_ch11
Geokinetics,2018,1,wikipedia_ch11
Gibson (guitar company),2018,1,wikipedia_ch11
GreenTech Automotive,2018,1,wikipedia_ch11
Gump's,2018,1,wikipedia_ch11
Harveys Supermarkets,2018,1,wikipedia_ch11
Haviland Thin Mints,2018,1,wikipedia_ch11
Herberger's,2018,1,wikipedia_ch11
Heritage Home Group,2018,1,wikipedia_ch11
Hobbico,2018,1,wikipedia_ch11
Icing by Claire's,2018,1,wikipedia_ch11
IHeartMedia,2018,1,wikipedia_ch11
Jacob Wirth Restaurant,2018,1,wikipedia_ch11
Kenmore (brand),2018,1,wikipedia_ch11
Kestrel USA,2018,1,wikipedia_ch11
Anne Klein (fashion designer),2018,1,wikipedia_ch11
Kmart,2018,1,wikipedia_ch11
Kramer Guitars,2018,1,wikipedia_ch11
L.E.I.,2018,1,wikipedia_ch11
Marlin Firearms,2018,1,wikipedia_ch11
Mattress Firm,2018,1,wikipedia_ch11
Mattress Pro,2018,1,wikipedia_ch11
Minerva Bunkering,2018,1,wikipedia_ch11
Monogram (company),2018,1,wikipedia_ch11
Monokote,2018,1,wikipedia_ch11
Napier Company (jewellery),2018,1,wikipedia_ch11
Nashua Corporation,2018,1,wikipedia_ch11
National Stores,2018,1,wikipedia_ch11
National Wholesale Liquidators,2018,1,wikipedia_ch11
Necco,2018,1,wikipedia_ch11
Necco Wafers,2018,1,wikipedia_ch11
Nine West,2018,1,wikipedia_ch11
Nine West Holdings,2018,1,wikipedia_ch11
Albert Nipon,2018,1,wikipedia_ch11
Noon Mediterranean,2018,1,wikipedia_ch11
O'Connor Hospital,2018,1,wikipedia_ch11
One Aviation,2018,1,wikipedia_ch11
Open Road Films,2018,1,wikipedia_ch11
Papa Gino's,2018,1,wikipedia_ch11
Peach Blossoms,2018,1,wikipedia_ch11
Penthouse (magazine),2018,1,wikipedia_ch11
Performance Bicycle,2018,1,wikipedia_ch11
Philadelphia Energy Solutions,2018,1,wikipedia_ch11
ProMedica Senior Care,2018,1,wikipedia_ch11
Real Mex Restaurants,2018,1,wikipedia_ch11
Relativity Media,2018,1,wikipedia_ch11
Remington Arms,2018,1,wikipedia_ch11
Remington Outdoor Company,2018,1,wikipedia_ch11
Revell,2018,1,wikipedia_ch11
Rex Energy,2018,1,wikipedia_ch11
Rockport (company),2018,1,wikipedia_ch11
Diocese of Winona–Rochester,2018,1,wikipedia_ch11
Ronco,2018,1,wikipedia_ch11
St. Francis Medical Center (Lynwood),2018,1,wikipedia_ch11
St. Vincent Medical Center (Los Angeles),2018,1,wikipedia_ch11
SE Racing,2018,1,wikipedia_ch11
Sears,2018,1,wikipedia_ch11
Sears Grand,2018,1,wikipedia_ch11
Sears Holdings,2018,1,wikipedia_ch11
Sears Puerto Rico,2018,1,wikipedia_ch11
Seton Medical Center,2018,1,wikipedia_ch11
Sky Bar,2018,1,wikipedia_ch11
Sleep Train,2018,1,wikipedia_ch11
Sleepy's,2018,1,wikipedia_ch11
Slingerland Drum Company,2018,1,wikipedia_ch11
Squirrel Nut Caramel,2018,1,wikipedia_ch11
Sterling Entertainment Group,2018,1,wikipedia_ch11
Sweethearts (candy),2018,1,wikipedia_ch11
Taco Bueno,2018,1,wikipedia_ch11
Team Durango,2018,1,wikipedia_ch11
The Winn-Dixie Company,2018,1,wikipedia_ch11
Thom McAn,2018,1,wikipedia_ch11
Tops Friendly Markets,2018,1,wikipedia_ch11
El Torito,2018,1,wikipedia_ch11
Toughskins,2018,1,wikipedia_ch11
USA Gymnastics,2018,1,wikipedia_ch11
Gloria Vanderbilt,2018,1,wikipedia_ch11
Verity Health System,2018,1,wikipedia_ch11
The Walking Company,2018,1,wikipedia_ch11
The Weinstein Company,2018,1,wikipedia_ch11
Winn-Dixie,2018,1,wikipedia_ch11
Younkers,2018,1,wikipedia_ch11
This list may not reflect recent changes,2019,1,wikipedia_ch11
Alberto VO5,2019,1,wikipedia_ch11
American Consolidated Natural Resources,2019,1,wikipedia_ch11
Archdiocese of Agaña,2019,1,wikipedia_ch11
Archdiocese of Santa Fe,2019,1,wikipedia_ch11
Avadel Pharmaceuticals,2019,1,wikipedia_ch11
Avenue (store),2019,1,wikipedia_ch11
Bailey Banks & Biddle,2019,1,wikipedia_ch11
Barneys New York,2019,1,wikipedia_ch11
Barneys Warehouse,2019,1,wikipedia_ch11
Beauty Brands,2019,1,wikipedia_ch11
Birch Communications,2019,1,wikipedia_ch11
Blackjewel,2019,1,wikipedia_ch11
BonWorth,2019,1,wikipedia_ch11
Bristow Helicopters,2019,1,wikipedia_ch11
Bumble Bee Foods,2019,1,wikipedia_ch11
Celadon Group,2019,1,wikipedia_ch11
Charlotte Russe (retailer),2019,1,wikipedia_ch11
Charming Charlie,2019,1,wikipedia_ch11
Cloud Peak Energy,2019,1,wikipedia_ch11
Coast (soap),2019,1,wikipedia_ch11
Company 3,2019,1,wikipedia_ch11
Crazy 8 (store),2019,1,wikipedia_ch11
Dean Foods,2019,1,wikipedia_ch11
Deluxe Media,2019,1,wikipedia_ch11
Destination Maternity,2019,1,wikipedia_ch11
Diesel (company),2019,1,wikipedia_ch11
Ditech,2019,1,wikipedia_ch11
Dura Automotive Systems,2019,1,wikipedia_ch11
F+W,2019,1,wikipedia_ch11
F21 Red,2019,1,wikipedia_ch11
Florists' Transworld Delivery,2019,1,wikipedia_ch11
Forever 21,2019,1,wikipedia_ch11
Fred's,2019,1,wikipedia_ch11
Friendly's,2019,1,wikipedia_ch11
FullBeauty Brands,2019,1,wikipedia_ch11
Fuse Media,2019,1,wikipedia_ch11
Fuse (TV channel),2019,1,wikipedia_ch11
Garelick Farms,2019,1,wikipedia_ch11
George Washington Bridge Bus Station,2019,1,wikipedia_ch11
Global Cloud Xchange,2019,1,wikipedia_ch11
Greka Energy,2019,1,wikipedia_ch11
Gymboree,2019,1,wikipedia_ch11
Hahnemann University Hospital,2019,1,wikipedia_ch11
Hexion,2019,1,wikipedia_ch11
Highland Capital Management,2019,1,wikipedia_ch11
Houlihan's,2019,1,wikipedia_ch11
Imerys,2019,1,wikipedia_ch11
Insys Therapeutics,2019,1,wikipedia_ch11
Interflora,2019,1,wikipedia_ch11
Janie and Jack,2019,1,wikipedia_ch11
JB's Restaurants,2019,1,wikipedia_ch11
Juno (company),2019,1,wikipedia_ch11
Kenny & Zuke's Delicatessen,2019,1,wikipedia_ch11
Kona Grill,2019,1,wikipedia_ch11
L.K.Bennett,2019,1,wikipedia_ch11
Land O'Lakes,2019,1,wikipedia_ch11
Land-O-Sun,2019,1,wikipedia_ch11
Loot Crate,2019,1,wikipedia_ch11
Marie Callender's,2019,1,wikipedia_ch11
Marshall Broadcasting Group,2019,1,wikipedia_ch11
Mayfield Dairy,2019,1,wikipedia_ch11
Meade Instruments,2019,1,wikipedia_ch11
Meadow Gold Dairies (Hawaii),2019,1,wikipedia_ch11
Melinta Therapeutics,2019,1,wikipedia_ch11
Method Studios,2019,1,wikipedia_ch11
Monitronics,2019,1,wikipedia_ch11
Motherhood Maternity,2019,1,wikipedia_ch11
Mr. Gatti's Pizza,2019,1,wikipedia_ch11
Munchery,2019,1,wikipedia_ch11
New England Motor Freight,2019,1,wikipedia_ch11
College of New Rochelle,2019,1,wikipedia_ch11
The News-Gazette (Champaign–Urbana),2019,1,wikipedia_ch11
Noah's Event Venue,2019,1,wikipedia_ch11
Pacific Gas and Electric Company,2019,1,wikipedia_ch11
The Palm (restaurant),2019,1,wikipedia_ch11
Payless (footwear retailer),2019,1,wikipedia_ch11
A Pea in the Pod,2019,1,wikipedia_ch11
Perkins Restaurant & Bakery,2019,1,wikipedia_ch11
Pernix Therapeutics Holdings,2019,1,wikipedia_ch11
"Pet, Inc.",2019,1,wikipedia_ch11
Petroleum Helicopters International,2019,1,wikipedia_ch11
Philadelphia Energy Solutions,2019,1,wikipedia_ch11
Playland (New York),2019,1,wikipedia_ch11
Portland City Grill,2019,1,wikipedia_ch11
Purdue Pharma,2019,1,wikipedia_ch11
Purity Dairies,2019,1,wikipedia_ch11
RAIT Financial Trust,2019,1,wikipedia_ch11
Reading Eagle,2019,1,wikipedia_ch11
Restaurants Unlimited Inc,2019,1,wikipedia_ch11
Roman Catholic Diocese of Rochester,2019,1,wikipedia_ch11
St. Christopher's Hospital for Children,2019,1,wikipedia_ch11
Shari’s Berries,2019,1,wikipedia_ch11
Shopko,2019,1,wikipedia_ch11
Shopko Express,2019,1,wikipedia_ch11
Shopko Hometown,2019,1,wikipedia_ch11
Shopko Optical,2019,1,wikipedia_ch11
Stearns Lending,2019,1,wikipedia_ch11
Steve's Ice Cream,2019,1,wikipedia_ch11
Stroh's Ice Cream,2019,1,wikipedia_ch11
Sungard Availability Services,2019,1,wikipedia_ch11
Swimsuits For All,2019,1,wikipedia_ch11
T. G. Lee Dairy,2019,1,wikipedia_ch11
Things Remembered,2019,1,wikipedia_ch11
Thrush Aircraft,2019,1,wikipedia_ch11
True Health Diagnostics,2019,1,wikipedia_ch11
Tuscan Dairy Farms,2019,1,wikipedia_ch11
UBiome,2019,1,wikipedia_ch11
Uncle Maddio's Pizza Joint,2019,1,wikipedia_ch11
Vector Launch,2019,1,wikipedia_ch11
ViaAir,2019,1,wikipedia_ch11
Weatherford International,2019,1,wikipedia_ch11
Weyerbacher Brewing Company,2019,1,wikipedia_ch11
Windstream Holdings,2019,1,wikipedia_ch11
WMC Mortgage,2019,1,wikipedia_ch11
XXI Forever,2019,1,wikipedia_ch11
Z Gallerie,2019,1,wikipedia_ch11
Zest (brand),2019,1,wikipedia_ch11
This list may not reflect recent changes,2020,1,wikipedia_ch11
next page,2020,1,wikipedia_ch11
24 Hour Fitness,2020,1,wikipedia_ch11
Advanced Armament Corporation,2020,1,wikipedia_ch11
Advantage Rent a Car,2020,1,wikipedia_ch11
Aeroméxico,2020,1,wikipedia_ch11
Aeroméxico Connect,2020,1,wikipedia_ch11
Aeroméxico Contigo,2020,1,wikipedia_ch11
Avianca Cargo México,2020,1,wikipedia_ch11
Akorn,2020,1,wikipedia_ch11
American Greetings,2020,1,wikipedia_ch11
Ample Hills,2020,1,wikipedia_ch11
Ann Inc.,2020,1,wikipedia_ch11
Art Van Furniture,2020,1,wikipedia_ch11
Avianca,2020,1,wikipedia_ch11
Avianca Cargo,2020,1,wikipedia_ch11
Avianca Costa Rica,2020,1,wikipedia_ch11
Avianca Ecuador,2020,1,wikipedia_ch11
Avianca Express,2020,1,wikipedia_ch11
Avianca Group,2020,1,wikipedia_ch11
Avianca Guatemala,2020,1,wikipedia_ch11
Avianca Honduras,2020,1,wikipedia_ch11
Avianca Perú,2020,1,wikipedia_ch11
Avianca Services,2020,1,wikipedia_ch11
Avirex,2020,1,wikipedia_ch11
Bakers Square,2020,1,wikipedia_ch11
Balducci's,2020,1,wikipedia_ch11
Bamboo Sushi,2020,1,wikipedia_ch11
Bar Louie Restaurants,2020,1,wikipedia_ch11
BCBG Max Azria,2020,1,wikipedia_ch11
